['you look fat', '太っ--動 て--助 見える--動 よ--助']
['nothing happened', '何事--名 も--助 起こら--動 なかっ--助 た--助']
['nothing happened', '何--名 も--助 起き--動 なかっ--助 た--助']
['now im done for', '参っ--動 た--助 なあ--助']
['now its my turn', 'さあ--感 今度--名 は--助 僕--名 の--助 番--名 だ--助']
['oh im so sorry', 'あっ--感 、--記 ごめんなさい--感']
['oh just my luck', 'クソッ--名 ！--記 また--接 失敗--名 だ--助']
['our plan is made', '計画--名 は--助 でき--動 た--助']
['please be polite', '行儀--名 良く--形 し--動 て--助 ください--動']
['please be polite', '礼儀--名 正しく--形 し--動 て--助 ください--動']
['please be seated', 'お--接 座り--動 下さい--動']
['please dont ask', '聞か--動 ない--助 で--助 くれ--動']
['please dont cry', 'お願い--名 だ--助 から--助 泣か--動 ない--助 で--助']
['please dont cry', 'お願い--名 、--記 泣か--動 ない--助 で--助']
['please dont die', '死な--動 ない--助 で--助']
['please dont die', 'お願い--名 、--記 死な--動 ない--助 で--助']
['please let me go', '私--名 に--助 行か--動 せ--動 て--助 ください--動']
['please phone him', '彼--名 に--助 電話--名 し--動 て--助 下さい--動']
['please pull over', '車--名 を--助 停め--動 て--助 ください--動']
['please sign here', 'ここ--名 に--助 サイン--名 を--助 お願い--名 し--動 ます--助']
['rabbits can swim', 'ウサギ--名 は--助 泳げる--動']
['raise your hands', '手--名 を--助 上げ--動 なさい--動']
['red wine please', '赤ワイン--名 を--助 お願い--名 し--動 ます--助']
['rome is in italy', 'ローマ--名 は--助 イタリア--名 に--助 ある--動']
['scary wasnt it', '怖かっ--形 た--助 よ--助 ね--助']
['see you tomorrow', '明日--名 お--接 会い--動 し--動 ましょ--助 う--助']
['see you tomorrow', 'また--接 明日--名']
['shall i help you', '手伝お--動 う--助 か--助']
['shall we go home', '家--名 に--助 帰り--動 ましょ--助 う--助 か--助']
['she became happy', '彼女--名 は--助 幸福--名 に--助 なっ--動 た--助']
['she became happy', '彼女--名 は--助 幸せ--名 に--助 なっ--動 た--助']
['she began crying', '彼女--名 は--助 泣き--動 始め--動 た--助']
['she came at once', '彼女--名 は--助 すぐ--副 やってき--動 た--助']
['she despised him', '彼女--名 は--助 彼--名 を--助 軽蔑--名 し--動 た--助']
['she despises him', '彼女--名 は--助 彼--名 を--助 軽蔑--名 し--動 て--助 いる--動']
['she didnt reply', '彼女--名 は--助 返答--名 し--動 なかっ--助 た--助']
['she didnt reply', '彼女--名 は--助 答え--動 なかっ--助 た--助']
['she didnt reply', '彼女--名 は--助 返事--名 を--助 し--動 なかっ--助 た--助']
['she died in', '彼女--名 は--助 １--名 ９--名 ６--名 ０--名 年--名 に--助 死ん--動 だ--助']
['she died in', '彼女--名 は--助 1960--名 年--名 に--助 亡くなり--動 まし--助 た--助']
['she disliked him', '彼女--名 は--助 彼--名 を--助 嫌っ--動 て--助 い--動 た--助']
['she has gone out', '彼女--名 は--助 行っ--動 て--助 しまっ--動 た--助']
['she has gone out', '彼女--名 は--助 出かけ--動 て--助 しまっ--動 た--助']
['she has gone out', '彼女--名 は--助 出--動 て--助 行っ--動 て--助 しまっ--動 た--助']
['she is a pianist', '彼女--名 は--助 ピアニスト--名 です--助']
['she is a student', '彼女--名 は--助 学生--名 だ--助']
['she is a teacher', '彼女--名 は--助 先生--名 です--助']
['she is a teacher', '彼女--名 は--助 教師--名 だ--助']
['she is beautiful', '美人--名 だ--助 なあ--助']
['she is easygoing', '彼女--名 は--助 のんき--名 だ--助']
['she is easygoing', '彼女--名 は--助 おおらか--名 だ--助']
['she is mad at me', '彼女--名 は--助 私--名 に--助 怒っ--動 て--助 い--動 ます--助']
['she is obstinate', '彼女--名 は--助 強情--名 です--助']
['she is on a diet', '彼女--名 は--助 ダイエット--名 を--助 し--動 て--助 いる--動']
['she is very busy', '彼女--名 は--助 非常--名 に--助 忙しい--形']
['she is very busy', '彼女--名 は--助 大変--名 忙しい--形']
['she is very busy', '彼女--名 は--助 とても--副 忙しい--形']
['she is very wise', '彼女--名 は--助 とても--副 賢い--形 人--名 だ--助']
['she kept working', '彼女--名 は--助 働き--動 続け--動 た--助']
['she looked at me', '彼女--名 は--助 私--名 を--助 見--動 た--助']
['she lost her way', '彼女--名 は--助 道--名 に--助 迷っ--動 た--助']
['she loves coffee', '彼女--名 は--助 コーヒー--名 が--助 大好き--名 です--助']
['she may not come', '彼女--名 は--助 来--動 ない--助 かも--助 しれ--動 ない--助']
['she must be sick', '彼女--名 は--助 病気--名 に--助 違い--名 ない--助']
['she rejected him', '彼女--名 は--助 彼--名 を--助 拒ん--動 だ--助']
['she rode a camel', '彼女--名 は--助 らくだ--名 に--助 乗っ--動 た--助']
['she said goodbye', '彼女--名 は--助 「--記 さようなら--感 」--記 と--助 言っ--動 た--助']
['she smiled at me', '彼女--名 が--助 私--名 に--助 微笑ん--動 だ--助']
['she smokes a lot', '彼女--名 は--助 たばこ--名 を--助 たくさん--名 吸う--動']
['she stared at me', '彼女--名 は--助 私--名 を--助 じっと--副 見--動 た--助']
['she stood by him', '彼女--名 は--助 彼--名 の--助 そば--名 に--助 立っ--動 て--助 い--動 た--助']
['she studies hard', '彼女--名 は--助 熱心--名 に--助 勉強--名 する--動']
['she took my hand', '彼女--名 は--助 私--名 の--助 手--名 を--助 取っ--動 た--助']
['she was homesick', '彼女--名 は--助 故郷--名 が--助 恋しく--形 て--助 たまらなかっ--形 た--助']
['she was in agony', '彼女--名 は--助 苦痛--名 に--助 悶え--動 苦しん--動 で--助 い--動 た--助']
['she was promoted', '彼女--名 は--助 昇格--名 し--動 た--助']
['she was promoted', '彼女--名 は--助 昇進--名 し--動 た--助']
['she wrote in ink', '彼女--名 は--助 インク--名 で--助 書い--動 た--助']
['shes helping me', '彼女--名 は--助 私--名 を--助 助け--動 て--助 いる--動']
['shes insatiable', '彼女--名 は--助 強欲--名 だ--助']
['shes not a liar', '彼女--名 は--助 嘘つき--名 で--助 は--助 ない--形']
['shes very upset', '彼女--名 は--助 とても--副 動揺--名 し--動 て--助 いる--動']
['sit down please', 'どうぞ--副 おかけ--名 に--助 なっ--動 て--助 ください--動']
['sit down please', 'お--接 座り--動 下さい--動']
['sit down please', 'どうぞ--副 おかけ--名 ください--動']
['size does matter', '大き--形 さ--名 が--助 大事--名 な--助 の--名 だ--助']
['somebody help me', '誰--名 か--助 助け--動 て--助']
['somebody help me', '誰--名 か--助 手伝っ--動 て--助']
['somebody laughed', '誰--名 か--助 が--助 笑っ--動 た--助']
['sorry to be late', '遅く--形 なっ--動 て--助 ごめんなさい--感']
['sorry i am late', 'すみません--感 、--記 遅く--形 なり--動 まし--助 て--助']
['spring is coming', 'もう--副 春--名 が--助 き--動 て--助 いる--動']
['stand up please', '立っ--動 て--助 下さい--動']
['stop showing off', '格好--名 つける--動 な--助']
['stop showing off', '見せびらかす--動 の--名 は--助 やめろ--動']
['take care of tom', 'トム--名 の--助 面倒--名 を--助 見--動 て--動 て--助']
['thank you kindly', '本当に--副 ありがとう--感']
['thanks very much', '本当に--副 ありがとう--感']
['that baby is tom', 'その--連 赤ちゃん--名 は--助 トム--名 っていう--助 の--助']
['that car is hers', 'あの--連 車--名 は--助 彼女--名 の--名 です--助']
['that helps a lot', 'とても--副 助かり--動 ます--助']
['that is a pencil', 'あれ--名 は--助 鉛筆--名 です--助']
['that should help', '役に立つ--動 でしょ--助 う--助']
['thats his house', 'あれ--名 は--助 彼--名 の--助 家--名 だ--助']
['thats his house', 'あれ--名 は--助 彼--名 の--助 家--名 です--助']
['thats how it is', 'そういう--連 もの--名 な--助 ん--名 です--助']
['thats our house', 'あれ--名 は--助 私--名 たち--名 の--助 家--名 です--助']
['thats so stupid', 'バカ--名 だ--助']
['thats the point', 'それ--名 が--助 重要--名 な--助 点--名 です--助']
['thats very easy', 'こんな--連 こと--名 、--記 お--接 安い--形 ご用--名 です--助 よ--助']
['thats wonderful', 'それ--名 は--助 すごい--形']
['thats wonderful', 'それ--名 は--助 すごい--形']
['the bag is empty', '袋--名 は--助 空っぽ--名 だ--助']
['the bill please', '勘定--名 お願い--名 し--動 ます--助']
['the bill please', '勘定--名 書--名 を--助 お願い--名 し--動 ます--助']
['the bill please', 'お--接 勘定--名 し--動 て--助 下さい--動']
['the bill please', 'お--接 会計--名 お願い--名 し--動 ます--助']
['the book is easy', 'その--連 本--名 は--助 易しい--形']
['the book is easy', 'その--連 本--名 は--助 簡単--名 です--助']
['the boy was full', '少年--名 は--助 満腹--名 だっ--助 た--助']
['the can is empty', '缶--名 は--助 空っぽ--名 だ--助']
['the car is ready', '車--名 は--助 用意--名 し--動 て--助 あり--動 ます--助']
['the cat is black', '猫--名 は--助 黒い--形 ん--名 だ--助']
['the curtain fell', '幕--名 が--助 下り--動 た--助']
['the curtain rose', '幕--名 が--助 あがっ--動 た--助']
['the dog is dying', 'その--連 犬--名 は--助 死に--動 掛け--動 て--助 いる--動']
['the dog is dying', '犬--名 は--助 死にかけ--動 て--助 いる--動']
['the dog is smart', '犬--名 は--助 賢い--形']
['the dog is white', 'その--連 犬--名 は--助 白い--形 です--助']
['the food is cold', '料理--名 が--助 冷め--動 て--助 しまっ--動 て--助 い--動 ます--助']
['the food is cold', '料理--名 が--助 冷え--動 て--助 ます--助']
['the food is cold', '料理--名 が--助 冷え--動 て--助 しまっ--動 て--助 いる--動']
['the food is good', 'あの--連 食品--名 は--助 いい--形 です--助']
['the line is busy', 'ただ--接 いま--名 お話--名 中--名 です--助']
['the moon has set', '月--名 が--助 沈ん--動 だ--助']
['the partys over', 'パーティー--名 は--助 終わっ--動 た--助']
['the room was hot', 'その--連 部屋--名 は--助 暑かっ--形 た--助']
['the sea was calm', '海--名 は--助 静か--名 だっ--助 た--助']
['the sky is clear', '晴れ--動 て--助 い--動 ます--助']
['theres no hurry', '急ぐ--動 必要--名 は--助 あり--動 ませ--助 ん--助']
['theres no hurry', '急が--動 なく--助 て--助 も--助 いい--形 よ--助']
['theres no knife', 'ナイフ--名 が--助 ない--形']
['theres no proof', '証拠--名 が--助 あり--動 ませ--助 ん--助']
['theres no sugar', '砂糖--名 が--助 ない--形 よ--助']
['they disappeared', '彼ら--名 は--助 姿--名 を--助 消し--動 た--助']
['they got married', '二--名 人--名 は--助 結婚--名 し--動 た--助']
['they had no food', '彼ら--名 に--助 は--助 何--名 も--助 食べる--動 もの--名 が--助 なかっ--形 た--助']
['they took a walk', '彼ら--名 は--助 散歩--名 し--動 た--助']
['they won the day', '彼ら--名 は--助 勝っ--動 た--助']
['theyll remember', '彼ら--名 は--助 思い出す--動 でしょ--助 う--助']
['theyre a couple', '彼ら--名 は--助 夫婦--名 だ--助']
['theyre a couple', '彼ら--名 は--助 カップル--名 だ--助']
['theyre fighting', '彼ら--名 は--助 戦っ--動 て--助 いる--動']
['things went well', 'うまく--形 いっ--動 た--助']
['this book is old', 'この--連 本--名 は--助 古い--形']
['this is room', '８--名 ３--名 ９--名 号室--名 です--助']
['this is room', '839--名 号室--名 な--助 ん--名 です--助 けど--助']
['this is a secret', 'この--連 こと--名 は--助 秘密--名 だ--助 よ--助']
['this is a secret', 'これ--名 は--助 秘密--名']
['this is above me', 'これ--名 は--助 私--名 に--助 は--助 分から--動 ない--助']
['this is horrible', 'あり--動 得--動 ねぇ--助 ー--名']
['this is my fault', '私--名 の--助 責任--名 です--助']
